tissue	group	total.mRNA.mol	well	sex	age	diameter	cell_id	level1class	level2class
sscortex	4	10637	82	1	23	11.9	1772062128_B11	oligodendrocytes	Oligo4
sscortex	4	21832	48	1	22	12.7	1772062116_H06	oligodendrocytes	Oligo4
sscortex	4	12240	76	-1	26	13.4	1772062113_D10	oligodendrocytes	Oligo4
sscortex	4	18185	23	1	22	11.4	1772062109_G03	oligodendrocytes	Oligo4
sscortex	4	13971	2	1	27	12.8	1772062114_B01	oligodendrocytes	Oligo4
sscortex	4	20988	16	-1	26	12.7	1772062113_H02	oligodendrocytes	Oligo4
sscortex	4	12358	11	1	27	9.86	1772063074_C02	oligodendrocytes	Oligo4
sscortex	4	13042	61	-1	24	13.7	1772062118_E08	oligodendrocytes	Oligo4
ca1hippocampus	4	21018	90	1	23	12.4	1772066099_B12	oligodendrocytes	Oligo4
sscortex	4	23544	50	-1	26	10.7	1772063077_B07	oligodendrocytes	Oligo4
ca1hippocampus	4	11958	3	-1	27	8.47	1772066096_C01	oligodendrocytes	Oligo4
sscortex	4	10813	74	1	27	14.1	1772062114_B10	oligodendrocytes	Oligo4
sscortex	4	19133	66	-1	26	11.5	1772062113_B09	oligodendrocytes	Oligo4
sscortex	4	21407	4	-1	26	11.4	1772062113_D01	oligodendrocytes	Oligo4
sscortex	4	14499	61	1	22	9.39	1772062109_E08	oligodendrocytes	Oligo4
sscortex	4	14695	60	-1	26	11.4	1772062113_D08	oligodendrocytes	Oligo4
sscortex	4	21016	95	-1	26	12.2	1772062113_G12	oligodendrocytes	Oligo4
ca1hippocampus	4	17601	27	-1	24	11.5	1772066089_C04	oligodendrocytes	Oligo4
sscortex	4	13112	64	-1	28	10.7	1772062115_H08	oligodendrocytes	Oligo4
sscortex	4	26162	6	1	22	13.7	1772062116_F01	oligodendrocytes	Oligo4
sscortex	4	13391	19	-1	28	7.5	1772062115_C03	oligodendrocytes	Oligo4
ca1hippocampus	4	16462	40	0	26	10.8	1772067076_H05	oligodendrocytes	Oligo4
sscortex	4	12083	55	-1	28	11.1	1772062115_G07	oligodendrocytes	Oligo4
ca1hippocampus	4	11119	40	1	23	11	1772066108_H05	oligodendrocytes	Oligo4
ca1hippocampus	4	15659	37	-1	24	11.7	1772066089_E05	oligodendrocytes	Oligo4
sscortex	4	9756	39	-1	24	11.4	1772062118_G05	oligodendrocytes	Oligo4
sscortex	4	5985	37	-1	23	10.3	1772071041_E05	oligodendrocytes	Oligo6
sscortex	4	7936	88	-1	31	10.1	1772063061_H11	oligodendrocytes	Oligo6
ca1hippocampus	4	4371	81	-1	26	10	1772067054_A11	oligodendrocytes	Oligo6
sscortex	4	5758	63	1	25	8.99	1772067065_G08	oligodendrocytes	Oligo6
sscortex	4	11537	12	-1	23	9.66	1772071040_D02	oligodendrocytes	Oligo2
sscortex	4	10388	79	-1	23	11.4	1772071041_G10	oligodendrocytes	Oligo2
sscortex	4	9419	27	1	25	9.93	1772067066_C04	oligodendrocytes	Oligo2
sscortex	4	6604	38	-1	23	9.83	1772071041_F05	oligodendrocytes	Oligo6
sscortex	4	22080	53	-1	27	10.2	1772063070_E07	oligodendrocytes	Oligo2
sscortex	4	8361	56	-1	27	8.67	1772063070_H07	oligodendrocytes	Oligo6
sscortex	4	17395	46	-1	23	11.4	1772071041_F06	oligodendrocytes	Oligo2
sscortex	4	15792	26	1	25	12.7	1772067066_B04	oligodendrocytes	Oligo2
ca1hippocampus	4	22002	47	-1	23	11.1	1772067060_G06	oligodendrocytes	Oligo2
sscortex	4	16128	70	1	28	9.83	1772067074_F09	oligodendrocytes	Oligo2
sscortex	4	15025	91	-1	23	10.4	1772071040_C12	oligodendrocytes	Oligo2
sscortex	4	11083	75	-1	23	9.79	1772071040_C10	oligodendrocytes	Oligo2
sscortex	4	8501	71	1	26	9.59	1772058148_G09	oligodendrocytes	Oligo2
sscortex	4	5080	40	1	25	9.82	1772067066_H05	oligodendrocytes	Oligo6
ca1hippocampus	4	20259	84	-1	23	13.1	1772067059_D11	oligodendrocytes	Oligo2
ca1hippocampus	4	7644	25	1	23	8.19	1772066110_A04	oligodendrocytes	Oligo5
sscortex	4	9227	31	-1	24	8.76	1772067064_G04	oligodendrocytes	Oligo6
sscortex	4	12312	8	-1	24	0	1772067064_H01	oligodendrocytes	Oligo6
sscortex	4	7265	76	1	28	10.6	1772067073_D10	oligodendrocytes	Oligo6
sscortex	4	9869	46	1	28	9.13	1772067073_F06	oligodendrocytes	Oligo6
sscortex	4	19310	76	-1	23	12.5	1772071041_D10	oligodendrocytes	Oligo2
sscortex	4	12748	54	1	26	8.98	1772058148_F07	oligodendrocytes	Oligo2
sscortex	4	20627	28	1	26	8.58	1772067069_D04	oligodendrocytes	Oligo6
sscortex	4	7580	1	1	26	10	1772058148_A01	oligodendrocytes	Oligo6
sscortex	4	8622	63	1	26	8.01	1772058148_G08	oligodendrocytes	Oligo6
sscortex	4	9543	74	-1	24	0	1772067064_B10	oligodendrocytes	Oligo6
ca1hippocampus	4	11592	15	1	28	11.4	1772071036_G02	oligodendrocytes	Oligo6
sscortex	4	13396	7	-1	27	10.8	1772063070_G01	oligodendrocytes	Oligo3
sscortex	4	5925	72	1	26	12.6	1772067070_H09	oligodendrocytes	Oligo6
sscortex	4	7608	87	1	26	10.9	1772058148_G11	oligodendrocytes	Oligo6
sscortex	4	6776	93	1	25	10.1	1772067066_E12	oligodendrocytes	Oligo6
sscortex	4	13046	76	-1	24	8.69	1772067064_D10	oligodendrocytes	Oligo6
sscortex	4	11066	50	-1	24	8.26	1772067063_B07	oligodendrocytes	Oligo6
sscortex	4	7999	20	-1	24	9.46	1772062118_D03	oligodendrocytes	Oligo6
sscortex	4	9285	38	1	28	9.82	1772067074_F05	oligodendrocytes	Oligo6
sscortex	4	10724	27	-1	23	13.5	1772071040_C04	oligodendrocytes	Oligo6
sscortex	4	9345	43	-1	27	10.7	1772063070_C06	oligodendrocytes	Oligo6
sscortex	4	8303	17	1	26	10.2	1772058148_A03	oligodendrocytes	Oligo6
sscortex	4	12318	58	1	26	8.93	1772058148_B08	oligodendrocytes	Oligo6
sscortex	4	9440	52	1	26	9.18	1772058148_D07	oligodendrocytes	Oligo6
sscortex	4	9059	11	1	28	11.3	1772067073_C02	oligodendrocytes	Oligo6
sscortex	4	9717	79	1	28	10	1772067073_G10	oligodendrocytes	Oligo6
sscortex	4	8696	43	1	22	11.4	1772062116_C06	oligodendrocytes	Oligo6
sscortex	4	6953	9	1	22	12.6	1772062116_A02	oligodendrocytes	Oligo6
sscortex	4	7295	23	1	22	10.3	1772062116_G03	oligodendrocytes	Oligo6
sscortex	4	7785	12	-1	24	10.5	1772062118_D02	oligodendrocytes	Oligo6
sscortex	4	6991	85	1	28	10.7	1772067073_E11	oligodendrocytes	Oligo6
sscortex	4	15381	18	1	20	9.96	1772063062_B03	oligodendrocytes	Oligo6
sscortex	4	19777	41	-1	23	11.4	1772071040_A06	oligodendrocytes	Oligo6
sscortex	4	10723	14	1	26	9.43	1772058148_F02	oligodendrocytes	Oligo6
sscortex	4	9328	73	1	26	11.4	1772058148_A10	oligodendrocytes	Oligo6
sscortex	4	5254	92	1	28	9.96	1772067074_D12	oligodendrocytes	Oligo6
ca1hippocampus	4	9806	26	-1	28	11.9	1772066080_B04	oligodendrocytes	Oligo6
sscortex	4	10148	38	1	22	10.2	1772062116_F05	oligodendrocytes	Oligo6
sscortex	4	10093	85	1	28	12	1772067074_E11	oligodendrocytes	Oligo6
sscortex	4	4552	42	-1	24	7.67	1772067064_B06	oligodendrocytes	Oligo5
sscortex	4	6228	4	1	28	9.37	1772067073_D01	oligodendrocytes	Oligo6
sscortex	4	5833	65	1	26	10.7	1772067069_A09	oligodendrocytes	Oligo6
sscortex	4	10469	44	-1	23	10.4	1772071041_D06	oligodendrocytes	Oligo6
sscortex	4	9809	48	-1	23	11.9	1772071040_H06	oligodendrocytes	Oligo6
sscortex	4	9063	80	-1	23	10	1772071040_H10	oligodendrocytes	Oligo6
sscortex	4	7295	82	1	24	9.17	1772062111_B11	oligodendrocytes	Oligo6
sscortex	4	15478	59	-1	24	9.14	1772067064_C08	oligodendrocytes	Oligo6
sscortex	4	12089	9	1	26	9.93	1772067069_A02	oligodendrocytes	Oligo6
sscortex	4	10650	32	-1	23	11.2	1772060240_H04	oligodendrocytes	Oligo6
sscortex	4	10832	42	1	22	10	1772062116_B06	oligodendrocytes	Oligo6
sscortex	4	13468	56	-1	21	11.7	1772063063_H07	oligodendrocytes	Oligo6
sscortex	4	22626	81	1	28	11	1772067074_A11	oligodendrocytes	Oligo5
sscortex	4	8984	10	1	24	12	1772062111_B02	oligodendrocytes	Oligo6
sscortex	4	16453	30	1	28	11	1772067074_F04	oligodendrocytes	Oligo5
sscortex	4	13567	60	-1	21	11.8	1772063063_D08	oligodendrocytes	Oligo6
sscortex	4	12203	87	-1	23	10.4	1772071040_G11	oligodendrocytes	Oligo5
sscortex	4	16551	79	-1	21	10.8	1772063063_G10	oligodendrocytes	Oligo6
sscortex	4	11551	28	-1	23	11	1772071040_D04	oligodendrocytes	Oligo5
sscortex	4	7542	27	-1	24	10.7	1772062118_C04	oligodendrocytes	Oligo6
sscortex	4	10755	91	1	22	11.1	1772062109_C12	oligodendrocytes	Oligo6
sscortex	4	8729	32	1	22	0	1772062109_H04	oligodendrocytes	Oligo6
sscortex	4	13544	39	-1	23	10.7	1772071040_G05	oligodendrocytes	Oligo6
sscortex	4	8998	46	-1	23	10.8	1772060240_F06	oligodendrocytes	Oligo6
sscortex	4	19260	83	-1	23	11.7	1772071040_C11	oligodendrocytes	Oligo5
sscortex	4	11097	75	-1	24	0	1772067064_C10	oligodendrocytes	Oligo5
sscortex	4	14186	47	-1	27	10.2	1772063070_G06	oligodendrocytes	Oligo6
sscortex	4	10825	16	1	23	7.94	1772062128_H02	oligodendrocytes	Oligo6
sscortex	4	12041	20	1	23	11.6	1772062128_D03	oligodendrocytes	Oligo6
sscortex	4	9971	90	-1	31	7.21	1772063061_B12	oligodendrocytes	Oligo6
sscortex	4	10158	11	1	26	11.7	1772058148_C02	oligodendrocytes	Oligo6
sscortex	4	12803	83	1	22	11.8	1772062116_C11	oligodendrocytes	Oligo6
sscortex	4	8120	30	-1	31	9.55	1772063061_F04	oligodendrocytes	Oligo6
sscortex	4	10423	92	-1	28	10.4	1772060225_D12	oligodendrocytes	Oligo6
sscortex	4	14670	43	1	20	11.3	1772058177_C06	oligodendrocytes	Oligo3
sscortex	4	11774	90	-1	23	10	1772060240_B12	oligodendrocytes	Oligo6
sscortex	4	20989	42	-1	26	9.98	1772062113_B06	oligodendrocytes	Oligo6
sscortex	4	8368	96	1	27	10.4	1772062114_H12	oligodendrocytes	Oligo6
sscortex	4	13652	41	1	20	11.8	1772063062_A06	oligodendrocytes	Oligo6
sscortex	4	9360	39	1	22	12.1	1772062109_G05	oligodendrocytes	Oligo6
sscortex	4	13701	91	1	28	13.2	1772063079_C12	oligodendrocytes	Oligo3
sscortex	4	13345	47	1	22	12	1772062116_G06	oligodendrocytes	Oligo6
sscortex	4	17558	7	-1	26	10.6	1772062113_G01	oligodendrocytes	Oligo6
sscortex	4	24173	14	-1	26	11.5	1772062113_F02	oligodendrocytes	Oligo6
sscortex	4	20161	2	-1	26	10.3	1772062113_B01	oligodendrocytes	Oligo6
sscortex	4	10201	67	1	24	11.1	1772062111_C09	oligodendrocytes	Oligo6
sscortex	4	15409	15	1	24	11.8	1772062111_G02	oligodendrocytes	Oligo6
sscortex	4	13813	49	1	24	8.87	1772060224_A07	oligodendrocytes	Oligo6
sscortex	4	16237	54	-1	26	11.6	1772062113_F07	oligodendrocytes	Oligo6
sscortex	4	18544	22	1	27	10.2	1772062114_F03	oligodendrocytes	Oligo6
sscortex	4	13830	84	1	24	11.6	1772062111_D11	oligodendrocytes	Oligo5
sscortex	4	8416	38	-1	26	10.6	1772058171_F05	oligodendrocytes	Oligo3
sscortex	4	9434	21	1	24	10.6	1772062111_E03	oligodendrocytes	Oligo6
sscortex	4	20016	33	-1	26	11.3	1772062113_A05	oligodendrocytes	Oligo6
sscortex	4	16908	27	1	24	10.2	1772060224_C04	oligodendrocytes	Oligo6
sscortex	4	11815	63	-1	26	11.5	1772058171_G08	oligodendrocytes	Oligo3
sscortex	4	18708	26	-1	26	10.1	1772062113_B04	oligodendrocytes	Oligo6
sscortex	4	13051	68	-1	26	9.71	1772062113_D09	oligodendrocytes	Oligo6
sscortex	4	12335	51	1	22	7.57	1772062109_C07	oligodendrocytes	Oligo6
sscortex	4	17298	6	1	22	11.5	1772062109_F01	oligodendrocytes	Oligo6
sscortex	4	20681	87	-1	26	9.69	1772062113_G11	oligodendrocytes	Oligo6
sscortex	4	12415	17	1	27	11.7	1772062114_A03	oligodendrocytes	Oligo5
sscortex	4	15614	9	1	20	11.1	1772058177_A02	oligodendrocytes	Oligo3
sscortex	4	15537	19	-1	26	12.7	1772058171_C03	oligodendrocytes	Oligo3
sscortex	4	12906	49	1	22	13.1	1772062109_A07	oligodendrocytes	Oligo5
sscortex	4	11295	49	-1	31	9.57	1772063061_A07	oligodendrocytes	Oligo6
sscortex	4	10882	7	1	24	13.7	1772062111_G01	oligodendrocytes	Oligo6
sscortex	4	9551	91	-1	26	11.3	1772058171_C12	oligodendrocytes	Oligo5
sscortex	4	12655	76	-1	26	13.4	1772058171_D10	oligodendrocytes	Oligo3
sscortex	4	12125	2	1	22	10.6	1772062109_B01	oligodendrocytes	Oligo6
sscortex	4	15449	54	1	28	10.7	1772063079_F07	oligodendrocytes	Oligo6
sscortex	4	34175	16	-1	26	13.1	1772058171_H02	oligodendrocytes	Oligo3
sscortex	4	8595	88	1	23	11.3	1772062128_H11	oligodendrocytes	Oligo6
ca1hippocampus	4	12172	44	1	23	10.8	1772066108_D06	oligodendrocytes	Oligo5
sscortex	4	10280	36	1	24	11	1772062111_D05	oligodendrocytes	Oligo6
sscortex	4	18041	19	-1	26	9.85	1772062113_C03	oligodendrocytes	Oligo6
sscortex	4	11212	90	1	22	11.3	1772062116_B12	oligodendrocytes	Oligo6
sscortex	4	11385	14	-1	24	8.67	1772062118_F02	oligodendrocytes	Oligo6
sscortex	4	8858	51	1	27	0	1772062114_C07	oligodendrocytes	Oligo5
ca1hippocampus	4	15596	18	-1	27	12.4	1772067057_B03	oligodendrocytes	Oligo5
sscortex	4	6491	62	-1	24	8.91	1772062118_F08	oligodendrocytes	Oligo6
sscortex	4	9395	18	1	27	10.6	1772062114_B03	oligodendrocytes	Oligo5
sscortex	4	19534	44	-1	26	14.8	1772058171_D06	oligodendrocytes	Oligo5
sscortex	4	7941	75	1	20	10.8	1772063062_C10	oligodendrocytes	Oligo6
sscortex	4	10667	67	-1	26	18.4	1772058171_C09	oligodendrocytes	Oligo5
sscortex	4	15845	51	1	20	11.6	1772063062_C07	oligodendrocytes	Oligo5
sscortex	4	9755	61	1	22	10.2	1772062116_E08	oligodendrocytes	Oligo5
sscortex	4	15296	53	1	22	9.61	1772062116_E07	oligodendrocytes	Oligo5
sscortex	4	10820	18	-1	26	10.8	1772062113_B03	oligodendrocytes	Oligo6
sscortex	4	10236	65	1	22	13.9	1772062116_A09	oligodendrocytes	Oligo5
sscortex	4	8435	85	1	27	10.9	1772062114_E11	oligodendrocytes	Oligo5
sscortex	4	12124	40	1	23	11.4	1772062128_H05	oligodendrocytes	Oligo5
sscortex	4	10051	41	1	26	11.1	1772058148_A06	oligodendrocytes	Oligo5
sscortex	4	8957	87	1	24	11.1	1772062111_G11	oligodendrocytes	Oligo5
sscortex	4	13868	1	-1	26	10.7	1772062113_A01	oligodendrocytes	Oligo5
sscortex	4	15874	47	1	24	11	1772060224_G06	oligodendrocytes	Oligo5
sscortex	4	12885	89	1	22	6.49	1772062109_A12	oligodendrocytes	Oligo5
sscortex	4	7960	42	-1	28	9.47	1772062115_B06	oligodendrocytes	Oligo6
ca1hippocampus	4	10988	95	1	23	10.8	1772066108_G12	oligodendrocytes	Oligo5
sscortex	4	9843	92	-1	23	10.2	1772071040_D12	oligodendrocytes	Oligo5
sscortex	4	14988	46	-1	26	10.3	1772058171_F06	oligodendrocytes	Oligo3
sscortex	4	16870	44	-1	21	11.3	1772063063_D06	oligodendrocytes	Oligo5
sscortex	4	9766	28	1	22	11	1772062116_D04	oligodendrocytes	Oligo5
sscortex	4	10004	44	1	20	9.19	1772063064_D06	oligodendrocytes	Oligo6
sscortex	4	8781	95	1	27	10.9	1772063074_G12	oligodendrocytes	Oligo6
sscortex	4	13674	9	-1	26	8.38	1772062113_A02	oligodendrocytes	Oligo5
sscortex	4	11249	25	1	26	11.3	1772058148_A04	oligodendrocytes	Oligo5
sscortex	4	14387	89	-1	26	10.5	1772062113_A12	oligodendrocytes	Oligo5
sscortex	4	9401	64	1	20	11.8	1772063062_H08	oligodendrocytes	Oligo5
sscortex	4	12553	42	-1	21	11.7	1772063063_B06	oligodendrocytes	Oligo6
sscortex	4	23084	22	-1	26	13	1772062113_F03	oligodendrocytes	Oligo5
sscortex	4	8824	19	1	22	11.3	1772062109_C03	oligodendrocytes	Oligo5
sscortex	4	13057	30	1	22	10.9	1772062116_F04	oligodendrocytes	Oligo5
sscortex	4	9240	7	1	20	10.4	1772063062_G01	oligodendrocytes	Oligo6
sscortex	4	8336	13	1	22	10.3	1772062116_E02	oligodendrocytes	Oligo5
sscortex	4	8110	3	1	20	10.1	1772063062_C01	oligodendrocytes	Oligo5
sscortex	4	8667	88	1	27	10.2	1772063074_H11	oligodendrocytes	Oligo5
sscortex	4	8594	52	1	28	14.3	1772063079_D07	oligodendrocytes	Oligo5
sscortex	4	12525	31	-1	23	10.3	1772071040_G04	oligodendrocytes	Oligo5
sscortex	4	18900	1	-1	21	9.04	1772063063_A01	oligodendrocytes	Oligo5
sscortex	4	17444	89	-1	21	10.6	1772063063_A12	oligodendrocytes	Oligo5
sscortex	4	8539	92	1	21	10.3	1772071014_D12	oligodendrocytes	Oligo5
sscortex	4	7161	65	1	22	10.4	1772062109_A09	oligodendrocytes	Oligo6
sscortex	4	12313	31	1	26	12.2	1772067069_G04	oligodendrocytes	Oligo5
sscortex	4	11169	85	1	24	10.9	1772062111_E11	oligodendrocytes	Oligo5
sscortex	4	6655	81	1	27	10.8	1772063074_A11	oligodendrocytes	Oligo6
sscortex	4	7973	87	1	20	10	1772063062_G11	oligodendrocytes	Oligo5
sscortex	4	9623	32	-1	24	10.3	1772062118_H04	oligodendrocytes	Oligo6
sscortex	4	9716	30	1	22	10.1	1772062109_F04	oligodendrocytes	Oligo5
sscortex	4	17720	27	-1	23	11.8	1772060240_C04	oligodendrocytes	Oligo6
sscortex	4	9666	46	1	28	11.4	1772067074_F06	oligodendrocytes	Oligo5
sscortex	4	9481	74	-1	21	10.6	1772063063_B10	oligodendrocytes	Oligo5
sscortex	4	7875	57	-1	23	0	1772071041_A08	oligodendrocytes	Oligo5
sscortex	4	8079	26	1	20	11.6	1772063062_B04	oligodendrocytes	Oligo5
ca1hippocampus	4	7545	90	-1	26	0	1772066097_B12	oligodendrocytes	Oligo5
sscortex	4	8061	37	1	27	9.99	1772062114_E05	oligodendrocytes	Oligo5
sscortex	4	9228	12	-1	26	10.3	1772063077_D02	oligodendrocytes	Oligo5
sscortex	4	10523	87	-1	23	10.2	1772060240_G11	oligodendrocytes	Oligo5
sscortex	4	5969	91	1	27	11	1772063074_C12	oligodendrocytes	Oligo5
sscortex	4	8841	80	-1	24	11.5	1772062118_H10	oligodendrocytes	Oligo5
sscortex	4	7620	32	1	24	11	1772060224_H04	oligodendrocytes	Oligo5
sscortex	4	9563	30	-1	23	11.8	1772060240_F04	oligodendrocytes	Oligo5
sscortex	4	9847	94	1	20	10.6	1772063062_F12	oligodendrocytes	Oligo6
sscortex	4	4926	36	-1	28	10.5	1772062115_D05	oligodendrocytes	Oligo5
sscortex	4	6592	36	-1	23	11.4	1772071040_D05	oligodendrocytes	Oligo5
sscortex	4	8488	55	1	27	10.9	1772063074_G07	oligodendrocytes	Oligo5
sscortex	4	9867	15	-1	21	12.7	1772063063_G02	oligodendrocytes	Oligo6
sscortex	4	8607	63	-1	31	9.88	1772063061_G08	oligodendrocytes	Oligo5
sscortex	4	6832	76	-1	31	9.36	1772063061_D10	oligodendrocytes	Oligo5
sscortex	4	7295	45	1	27	9.73	1772062114_E06	oligodendrocytes	Oligo5
sscortex	4	7946	29	1	24	10.2	1772062111_E04	oligodendrocytes	Oligo5
sscortex	4	8751	40	1	24	11.1	1772060224_H05	oligodendrocytes	Oligo5
sscortex	4	13845	36	1	20	13.3	1772063062_D05	oligodendrocytes	Oligo5
sscortex	4	6753	4	-1	31	8.73	1772063061_D01	oligodendrocytes	Oligo5
sscortex	4	6092	14	-1	23	9.58	1772060240_F02	oligodendrocytes	Oligo6
sscortex	4	6701	38	1	27	11.5	1772062114_F05	oligodendrocytes	Oligo6
sscortex	4	7267	89	-1	23	10.8	1772071041_A12	oligodendrocytes	Oligo5
sscortex	4	6772	40	1	22	11.3	1772062116_H05	oligodendrocytes	Oligo6
sscortex	4	6353	39	1	20	11.2	1772063062_G05	oligodendrocytes	Oligo5
sscortex	4	6242	61	1	20	11.3	1772063062_E08	oligodendrocytes	Oligo5
sscortex	4	5440	85	1	20	11.6	1772063062_E11	oligodendrocytes	Oligo5
sscortex	4	6226	3	-1	24	13.3	1772062118_C01	oligodendrocytes	Oligo5
sscortex	4	7304	57	-1	23	13.8	1772071040_A08	oligodendrocytes	Oligo6
sscortex	4	5999	1	1	23	11.4	1772062128_A01	oligodendrocytes	Oligo5
sscortex	4	6479	32	-1	27	11.1	1772063078_H04	oligodendrocytes	Oligo5
sscortex	4	12521	75	-1	21	9.85	1772063063_C10	oligodendrocytes	Oligo6
sscortex	4	7720	71	-1	26	11.5	1772062113_G09	oligodendrocytes	Oligo6
sscortex	4	6177	5	-1	28	8.86	1772062115_E01	oligodendrocytes	Oligo5
sscortex	4	4683	78	1	27	10.3	1772063074_F10	oligodendrocytes	Oligo6
sscortex	4	4192	76	1	26	10	1772063068_D10	oligodendrocytes	Oligo5
sscortex	4	6772	5	1	20	11.3	1772063062_E01	oligodendrocytes	Oligo6
sscortex	4	4874	82	-1	21	11	1772063063_B11	oligodendrocytes	Oligo5
sscortex	4	3977	57	1	20	0	1772063062_A08	oligodendrocytes	Oligo5
sscortex	4	5543	13	-1	28	11.2	1772060225_E02	oligodendrocytes	Oligo5
sscortex	4	7125	38	-1	31	9.96	1772063061_F05	oligodendrocytes	Oligo5
sscortex	4	7682	73	-1	23	9.17	1772071041_A10	oligodendrocytes	Oligo5
sscortex	4	4497	17	-1	24	11.9	1772062118_A03	oligodendrocytes	Oligo5
sscortex	4	3558	30	1	28	10.1	1772063079_F04	oligodendrocytes	Oligo5
sscortex	4	4429	26	-1	23	11.3	1772071041_B04	oligodendrocytes	Oligo5
sscortex	4	3949	81	1	22	13.7	1772062116_A11	oligodendrocytes	Oligo5
sscortex	4	6035	18	-1	24	8.44	1772062118_B03	oligodendrocytes	Oligo5
sscortex	4	4301	87	-1	31	7.97	1772063061_G11	oligodendrocytes	Oligo5
sscortex	4	17287	92	-1	31	9.67	1772063061_D12	oligodendrocytes	Oligo5
sscortex	4	8963	2	-1	27	9.25	1772063078_B01	oligodendrocytes	Oligo5
sscortex	4	6058	82	-1	26	11.4	1772062113_B11	oligodendrocytes	Oligo6
sscortex	4	9692	25	-1	28	9.99	1772062115_A04	oligodendrocytes	Oligo6
sscortex	4	6299	7	-1	28	13.1	1772060225_G01	oligodendrocytes	Oligo5
ca1hippocampus	4	5758	25	-1	26	13.1	1772066098_A04	oligodendrocytes	Oligo6
sscortex	4	5160	85	-1	27	8.98	1772063078_E11	oligodendrocytes	Oligo5
ca1hippocampus	4	3985	26	-1	26	11.4	1772066098_B04	oligodendrocytes	Oligo5
sscortex	4	3855	35	-1	28	10.2	1772060225_C05	oligodendrocytes	Oligo5
sscortex	4	6301	28	-1	28	9.69	1772062115_D04	oligodendrocytes	Oligo6
sscortex	4	6109	42	-1	27	10.1	1772063078_B06	oligodendrocytes	Oligo6
sscortex	4	4453	78	-1	24	9.65	1772062118_F10	oligodendrocytes	Oligo6
sscortex	4	5542	47	1	26	9.02	1772063068_G06	oligodendrocytes	Oligo5
sscortex	4	6566	51	-1	27	10.8	1772063078_C07	oligodendrocytes	Oligo6
sscortex	4	5926	50	-1	27	11.3	1772063078_B07	oligodendrocytes	Oligo6
sscortex	4	4418	57	-1	26	11	1772062113_A08	oligodendrocytes	Oligo5
sscortex	4	5455	43	-1	28	10.5	1772062115_C06	oligodendrocytes	Oligo6
sscortex	4	6305	83	-1	28	8.94	1772060225_C11	oligodendrocytes	Oligo6
sscortex	4	4102	69	-1	26	10.8	1772063077_E09	oligodendrocytes	Oligo6
sscortex	4	7436	25	1	27	9.9	1772063074_A04	oligodendrocytes	Oligo6
sscortex	4	5216	31	1	27	9.91	1772063074_G04	oligodendrocytes	Oligo6
sscortex	4	7072	74	-1	28	8.37	1772062115_B10	oligodendrocytes	Oligo6
sscortex	4	4022	31	-1	28	10.2	1772060225_G04	oligodendrocytes	Oligo6
sscortex	4	5373	81	1	24	8.95	1772060224_A11	oligodendrocytes	Oligo6
sscortex	4	8037	18	1	24	10.8	1772060224_B03	oligodendrocytes	Oligo6
sscortex	4	5672	75	1	24	10.4	1772060224_C10	oligodendrocytes	Oligo6
sscortex	4	15078	27	-1	28	12	1772062115_C04	oligodendrocytes	Oligo6
sscortex	4	8978	26	1	24	10.8	1772062111_B04	oligodendrocytes	Oligo6
sscortex	4	6445	51	-1	28	11.4	1772060225_C07	oligodendrocytes	Oligo6
sscortex	4	7537	66	1	27	9.95	1772062114_B09	oligodendrocytes	Oligo6
sscortex	4	13210	22	1	20	0	1772063062_F03	oligodendrocytes	Oligo5
sscortex	4	12350	38	-1	27	12.2	1772063078_F05	oligodendrocytes	Oligo6
sscortex	4	11072	67	-1	27	8.89	1772063078_C09	oligodendrocytes	Oligo6
sscortex	4	5704	78	-1	23	9.62	1772060240_F10	oligodendrocytes	Oligo6
sscortex	4	8045	29	1	22	9.37	1772062116_E04	oligodendrocytes	Oligo6
sscortex	4	9766	59	-1	27	11	1772063078_C08	oligodendrocytes	Oligo6
sscortex	4	22325	14	-1	27	11.6	1772063078_F02	oligodendrocytes	Oligo6
sscortex	4	8776	82	-1	27	10.8	1772063078_B11	oligodendrocytes	Oligo6
sscortex	4	15668	9	-1	28	0	1772062115_A02	oligodendrocytes	Oligo6
sscortex	4	9200	20	1	24	9.65	1772060224_D03	oligodendrocytes	Oligo6
sscortex	4	6335	89	1	24	9.97	1772062111_A12	oligodendrocytes	Oligo6
sscortex	4	9318	86	-1	27	10.8	1772063078_F11	oligodendrocytes	Oligo6
ca1hippocampus	4	7365	36	-1	28	9.61	1772066080_D05	oligodendrocytes	Oligo1
sscortex	4	9319	79	-1	23	12	1772060240_G10	oligodendrocytes	Oligo6
sscortex	4	6546	5	1	22	9.61	1772062116_E01	oligodendrocytes	Oligo6
sscortex	4	9927	47	-1	28	10.2	1772060225_G06	oligodendrocytes	Oligo6
sscortex	4	7205	89	-1	23	10.3	1772060240_A12	oligodendrocytes	Oligo6
sscortex	4	9418	3	1	28	8.2	1772063079_C01	oligodendrocytes	Oligo6
sscortex	4	7639	41	1	24	12.1	1772060224_A06	oligodendrocytes	Oligo6
sscortex	4	7403	80	-1	31	8.75	1772063061_H10	oligodendrocytes	Oligo6
sscortex	4	7915	44	1	27	9.71	1772062114_D06	oligodendrocytes	Oligo6
ca1hippocampus	4	8632	27	-1	27	10.4	1772066096_C04	oligodendrocytes	Oligo6
sscortex	4	6089	35	-1	31	9.59	1772063061_C05	oligodendrocytes	Oligo6
